ID_estudiante;género;edad;horas_estudio_día;horas_sueño;horas_uso_smartphone;horas_redes_sociales;horas_youtube;horas_videojuego;horas_descanso_día;g_ingesta_café;horas_ejercicio;tareas_completadas;porcentaje_asistencia;nivel_stress;puntuación_enfoque;calificación_final;puntuación_productividad
1755;femenino;25;2,08;4,63;7,39;6,67;2,80;0,14;8;0,17;0,50;5;52,76;9;50;69,92;18,28
1756;masculino;17;9,86;6,05;8,24;1,03;5,40;2,10;8;0,46;0,42;5;76,09;4;41;61,36;60,58
1757;femenino;25;7,39;9,82;0,75;5,00;0,10;5,96;14;0,02;0,17;4;85,19;6;38;50,16;70,55
1758;masculino;24;4,78;4,07;4,85;1,28;3,29;3,50;2;0,35;1,03;19;50,08;2;95;99,14;54,23
1759;femenino;20;2,94;9,70;6,62;5,84;4,83;5,11;12;0,24;0,92;14;50,59;7;62;82,85;42,61
1760;femenino;28;0,68;4,33;8,53;0,04;2,44;2,18;2;0,42;0,50;5;45,27;2;57;58,83;18,19
1761;femenino;27;6,87;9,21;10,21;5,13;1,65;5,52;1;0,10;1,35;4;88,39;8;57;44,33;55,86
1762;masculino;26;9,59;8,81;3,80;0,39;1,50;2,36;6;0,05;1,80;18;46,59;9;54;46,43;68,08
1763;masculino;21;1,52;9,18;10,93;7,21;2,21;1,83;2;0,03;0,65;16;89,51;3;85;98,33;46,16
1764;femenino;29;7,67;9,24;8,23;5,95;4,45;4,89;14;0,37;1,42;10;93,29;9;65;97,97;64,90
1765;masculino;21;1,96;4,53;5,08;7,37;1,07;4,25;10;0,42;0,27;0;69,58;10;75;84,31;30,97
1766;masculino;27;8,02;8,45;8,11;3,88;3,53;5,71;1;0,22;1,82;15;49,78;8;35;97,19;48,80
1767;femenino;28;4,02;7,77;8,10;0,02;0,13;2,30;4;0,43;0,03;15;97,89;10;62;45,70;44,09
1768;masculino;22;7,26;9,15;2,96;7,48;0,60;5,95;10;0,34;0,72;17;96,89;5;50;80,75;71,47
1769;femenino;23;9,30;6,43;0,57;2,15;1,28;1,18;13;0,13;1,48;5;53,30;5;81;73,51;79,78
1770;masculino;24;6,39;5,89;1,91;2,68;3,22;3,53;1;0,44;1,85;2;57,06;2;76;80,38;65,82
1771;femenino;24;9,25;8,08;11,48;4,43;4,61;2,29;12;0,36;1,52;9;45,80;2;69;58,43;64,50
1772;masculino;27;2,73;4,89;10,37;1,74;0,80;0,78;14;0,44;1,23;18;87,76;10;82;63,56;31,91
1773;femenino;29;9,79;8,74;2,48;7,68;3,47;0,66;8;0,30;1,80;19;80,32;9;74;96,81;82,83
1774;masculino;18;8,79;5,00;8,08;1,04;4,32;1,94;5;0,15;1,05;13;40,05;6;61;64,10;51,87
1775;femenino;25;1,52;3,30;11,04;2,67;5,09;1,82;3;0,37;1,90;13;41,73;6;82;72,03;18,18
1776;femenino;23;4,43;6,86;11,03;7,69;1,44;1,94;7;0,30;0,83;13;46,84;9;58;64,57;30,18
1777;masculino;20;9,31;8,85;6,99;7,93;0,83;5,06;12;0,04;0,87;1;95,51;4;54;66,00;75,13
1778;masculino;20;1,24;7,83;8,82;5,13;3,70;2,61;10;0,35;0,10;2;44,95;2;96;77,49;42,16
1779;masculino;27;4,81;9,93;5,03;6,28;2,20;2,26;9;0,48;1,25;3;57,32;6;80;63,48;61,87
1780;masculino;24;7,37;3,99;1,33;4,62;3,73;4,34;9;0,15;1,28;12;90,00;7;72;63,19;64,51
1781;femenino;20;0,82;5,41;6,58;3,71;1,48;2,38;5;0,05;1,33;0;57,57;2;54;69,55;25,89
1782;masculino;29;7,65;5,66;4,16;2,76;1,40;4,82;14;0,48;0,32;12;45,18;9;81;65,04;59,14
1783;femenino;22;3,93;3,41;5,18;1,88;4,58;4,46;5;0,12;1,07;9;77,20;9;86;93,99;42,16
1784;femenino;21;2,87;3,30;2,50;2,13;1,69;2,97;11;0,30;1,52;11;73,71;2;78;86,46;46,03
1785;masculino;19;5,97;3,21;8,95;3,90;5,72;5,78;14;0,30;1,80;7;81,39;10;97;85,51;47,49
1786;femenino;29;5,67;5,86;11,41;7,55;4,42;5,44;5;0,48;0,27;9;69,69;8;30;94,85;27,93
1787;masculino;26;8,80;8,91;8,56;6,96;5,68;0,50;14;0,40;0,77;14;99,70;4;82;55,36;80,29
1788;masculino;27;6,92;7,97;6,16;2,62;3,85;2,73;5;0,28;0,63;12;54,99;6;40;51,35;50,54
1789;masculino;18;4,51;6,13;5,32;7,62;4,70;0,11;7;0,06;1,25;15;64,80;10;82;66,50;47,40
1790;femenino;25;6,68;4,85;6,84;1,26;2,32;3,76;9;0,35;1,40;11;58,57;2;56;52,47;50,06
1791;masculino;26;7,63;3,11;7,99;4,35;5,95;1,04;12;0,41;1,90;13;89,22;6;89;94,33;58,93
1792;femenino;25;9,40;4,23;1,96;5,52;1,61;0,45;11;0,42;0,10;15;60,59;7;69;77,75;67,17
1793;masculino;17;7,19;5,71;9,59;7,53;0,51;3,26;6;0,10;1,45;15;43,70;6;95;59,02;56,03
1794;otro;26;5,67;5,59;0,56;1,88;5,24;0,81;2;0,47;0,65;0;42,13;9;65;44,48;50,56
1795;femenino;19;4,04;4,82;10,22;2,46;3,33;5,72;6;0,49;0,03;8;85,33;4;83;71,29;44,03
1796;masculino;24;8,97;9,98;6,28;0,94;2,46;5,02;9;0,38;0,85;19;88,15;9;67;44,48;75,48
1797;femenino;22;8,03;6,13;5,50;2,69;1,91;5,24;5;0,38;0,97;5;62,46;3;72;49,33;66,24
1798;femenino;21;1,23;4,87;1,89;6,70;5,75;3,36;10;0,43;0,77;9;63,57;3;89;82,61;45,01
1799;masculino;21;7,15;5,85;7,22;3,33;5,51;4,58;11;0,31;1,28;12;50,34;10;34;86,74;37,08
1800;masculino;22;5,62;4,96;1,52;7,91;5,20;5,22;9;0,23;0,90;16;62,29;7;62;84,98;51,54
1801;masculino;23;1,48;5,46;10,46;3,17;3,84;1,65;10;0,06;1,90;4;56,46;8;43;45,13;12,37
1802;femenino;17;5,87;3,88;3,98;5,74;1,39;0,21;2;0,31;0,78;2;89,09;4;65;71,96;54,27
1803;femenino;25;2,33;3,01;2,48;3,20;5,17;2,19;5;0,12;1,90;10;62,80;7;83;55,34;37,41
1804;masculino;19;7,23;6,44;3,39;1,91;5,45;1,57;10;0,22;0,13;0;90,60;5;64;73,69;66,84
1805;masculino;20;3,15;6,42;6,63;1,43;1,96;5,21;7;0,35;0,73;16;50,05;7;44;48,61;28,74
1806;femenino;26;1,93;4,10;6,94;1,39;3,81;1,11;10;0,46;1,03;2;66,15;6;79;49,49;31,73
1807;femenino;17;1,28;8,83;4,39;5,17;0,00;2,33;11;0,23;0,32;8;46,68;2;67;98,78;43,09
1808;femenino;29;5,16;4,34;9,57;0,59;4,71;5,29;7;0,13;0,70;1;99,71;8;35;87,08;31,09
1809;otro;27;2,40;8,39;4,85;5,11;4,30;5,46;10;0,10;0,62;6;76,09;7;63;42,65;44,06
1810;masculino;26;8,62;4,33;5,53;3,32;1,20;0,61;1;0,49;1,73;13;61,69;10;48;95,82;48,43
1811;masculino;19;0,53;4,97;2,00;5,30;1,47;5,20;2;0,06;1,12;11;69,60;5;95;70,82;42,84
1812;masculino;18;8,51;4,89;2,06;0,18;2,87;0,87;6;0,43;0,33;15;41,47;1;63;40,81;66,38
1813;femenino;18;5,45;4,61;1,66;1,10;3,95;3,50;13;0,10;0,10;19;45,81;2;86;80,99;60,13
1814;masculino;17;9,26;9,67;2,19;6,98;4,40;5,38;14;0,02;1,95;14;86,94;9;46;41,66;75,53
1815;masculino;24;2,44;4,84;10,85;8,00;0,13;1,13;7;0,44;1,25;19;64,24;2;52;93,69;24,86
1816;femenino;19;1,47;6,39;8,38;6,74;0,23;3,63;11;0,34;1,25;6;54,50;4;40;87,66;21,24
1817;masculino;19;6,44;8,15;8,23;1,01;3,49;4,99;11;0,16;1,30;6;43,04;1;93;94,59;66,22
1818;masculino;22;7,21;5,23;2,18;1,61;1,31;4,62;12;0,23;0,23;16;86,66;10;37;54,19;50,68
1819;femenino;29;4,04;3,08;6,47;1,41;2,62;1,37;2;0,39;1,42;10;61,87;2;89;40,55;45,70
1820;masculino;24;0,63;8,33;6,12;6,94;0,12;4,91;7;0,41;1,08;10;88,65;8;44;64,09;29,01
1821;masculino;29;4,37;4,99;3,81;6,62;2,94;3,37;7;0,04;1,97;7;45,23;4;35;48,69;34,25
1822;femenino;25;2,72;9,11;3,61;3,29;0,07;0,10;13;0,50;0,37;15;59,16;6;52;44,26;44,17
1823;masculino;25;3,80;6,44;9,27;0,99;5,94;2,45;7;0,39;0,92;8;79,00;4;76;87,94;45,61
1824;masculino;20;5,31;7,37;3,93;7,11;0,92;0,50;4;0,30;1,57;18;56,38;1;68;71,17;60,26
1825;femenino;21;7,17;9,66;7,31;4,66;4,84;3,44;4;0,20;1,60;7;65,75;10;48;52,53;54,33
1826;masculino;18;9,65;9,09;11,07;7,82;2,16;4,88;5;0,16;0,00;8;81,75;2;82;54,62;79,64
1827;femenino;27;1,87;8,55;6,41;2,26;1,53;0,99;4;0,22;1,95;4;69,70;3;96;50,47;53,65
1828;masculino;25;6,96;6,72;7,45;0,30;0,81;0,50;3;0,27;0,03;19;84,50;4;71;51,47;62,22
1829;masculino;24;2,72;4,19;10,57;7,86;5,23;4,35;5;0,43;1,82;6;43,34;9;74;71,32;20,96
1830;masculino;19;2,60;8,89;8,79;2,82;1,93;2,90;8;0,42;0,75;5;95,16;8;49;96,49;37,37
1831;masculino;27;6,52;3,66;0,66;3,59;4,44;4,68;6;0,22;1,83;0;99,82;10;87;41,89;64,24
1832;masculino;28;7,87;9,21;2,17;0,70;0,68;1,93;12;0,35;1,30;6;96,42;3;33;51,35;72,12
1833;masculino;29;9,79;8,36;3,59;4,74;5,89;5,87;7;0,33;1,35;1;54,08;6;39;71,48;67,67
1834;femenino;25;7,80;8,62;5,45;2,08;3,47;0,95;11;0,08;0,55;2;96,75;8;46;53,64;63,78
1835;masculino;19;1,99;5,64;3,67;5,45;4,76;3,26;4;0,39;0,12;2;52,57;3;53;66,17;34,06
1836;otro;25;2,64;3,59;5,81;6,08;0,04;0,26;6;0,29;0,60;4;70,18;1;51;86,83;32,23
1837;masculino;18;7,73;8,09;9,51;2,30;4,04;1,43;1;0,34;1,55;1;88,08;10;74;87,37;60,98
1838;masculino;28;5,51;9,85;11,69;3,53;5,41;4,58;4;0,01;0,77;10;80,33;8;45;90,72;44,13
1839;masculino;26;3,31;9,01;7,74;2,76;3,14;5,43;7;0,19;0,55;16;69,37;10;39;50,61;32,89
1840;femenino;25;4,98;8,89;10,51;7,83;5,04;5,26;12;0,04;1,08;10;56,84;1;94;83,66;60,78
1841;femenino;24;9,19;7,43;4,45;6,79;3,11;3,07;14;0,01;0,73;5;98,79;1;37;85,59;73,16
1842;femenino;25;7,68;3,81;2,07;3,37;5,84;2,64;13;0,47;0,85;5;81,93;2;98;79,52;76,67
1843;masculino;21;4,78;9,04;10,08;4,11;0,82;1,35;9;0,29;1,72;16;51,94;2;56;54,50;46,84
1844;masculino;27;9,82;4,55;9,37;7,87;5,56;3,48;14;0,45;1,65;14;64,61;8;74;46,16;59,04
1845;femenino;27;8,05;4,85;3,22;2,18;3,52;4,35;3;0,17;1,17;9;64,52;2;70;44,41;67,33
1846;masculino;18;0,56;8,29;6,69;7,08;5,35;5,88;6;0,15;1,65;0;94,08;1;45;74,64;36,43
1847;masculino;24;1,57;8,02;11,93;7,53;0,75;4,96;6;0,18;0,55;9;44,76;10;53;49,63;16,48
1848;masculino;28;5,76;3,51;11,68;3,68;5,48;5,45;13;0,19;0,15;18;59,49;6;73;69,97;35,97
1849;masculino;22;3,82;4,76;5,70;1,98;2,95;4,82;11;0,24;1,32;0;50,76;1;48;88,05;36,54
1850;masculino;24;8,22;8,72;3,76;1,24;2,75;1,83;11;0,31;0,95;1;96,94;5;34;91,43;67,98
1851;femenino;27;9,01;9,65;3,88;0,58;3,42;2,95;1;0,03;0,97;10;74,42;4;56;86,23;78,26
1852;femenino;21;2,79;4,86;10,60;1,45;5,26;1,52;6;0,11;1,60;5;80,73;8;66;64,90;27,56
1853;femenino;26;7,75;8,32;8,19;2,69;5,01;3,67;11;0,19;1,75;4;50,70;9;67;94,16;56,59
1854;masculino;18;5,59;6,54;7,39;6,19;0,75;2,32;11;0,31;0,97;19;68,17;4;35;91,35;41,62
1855;femenino;22;4,22;5,66;3,58;3,11;0,07;1,63;8;0,23;0,47;9;76,79;10;61;71,15;42,84
1856;femenino;21;7,97;9,29;5,17;2,91;3,08;2,78;11;0,46;0,55;11;51,23;10;78;71,90;67,61
1857;femenino;28;5,87;6,84;6,91;6,76;5,94;4,01;2;0,37;0,52;1;93,54;4;90;94,15;66,33
1858;masculino;29;6,54;7,84;6,49;4,76;3,04;3,48;10;0,20;1,27;5;40,19;9;79;94,39;55,00
1859;otro;28;1,09;7,15;1,11;3,68;0,87;2,53;8;0,48;0,93;8;50,21;3;91;88,13;50,31
1860;masculino;21;6,07;7,51;6,10;5,04;2,61;3,55;10;0,31;1,62;15;96,97;6;75;81,94;63,85
1861;femenino;29;3,36;6,62;7,52;4,48;2,21;0,65;12;0,29;1,17;2;73,97;10;53;54,11;32,29
1862;masculino;17;5,19;6,73;9,56;3,56;5,73;5,61;3;0,09;0,42;10;63,74;4;93;80,70;54,95
1863;masculino;18;2,61;8,97;1,98;3,20;5,70;1,21;13;0,05;0,45;5;73,79;6;88;52,09;59,98
1864;masculino;24;6,34;5,12;9,98;7,08;0,43;5,84;12;0,35;0,62;17;79,92;9;78;91,65;47,26
1865;femenino;29;1,90;8,15;1,57;1,48;1,40;2,89;6;0,41;1,62;6;69,70;9;57;43,59;41,43
1866;masculino;29;1,67;4,88;6,24;1,26;2,75;2,86;6;0,02;1,93;16;69,12;5;75;77,70;34,11
1867;femenino;19;2,29;3,50;1,48;6,41;3,41;5,78;5;0,44;1,22;14;63,56;3;91;87,99;47,20
1868;femenino;26;8,27;9,32;9,90;0,96;1,13;2,72;10;0,13;0,13;17;46,83;8;67;41,90;59,21
1869;femenino;19;0,82;5,87;5,83;7,76;3,51;0,23;11;0,35;0,67;6;49,31;10;54;76,59;18,37
1870;femenino;24;7,43;7,78;7,64;2,23;1,22;1,75;4;0,21;0,23;7;54,55;4;33;80,03;49,65
1871;femenino;24;1,04;8,31;6,24;6,83;2,53;3,45;14;0,49;0,87;3;87,64;3;87;88,15;49,68
1872;femenino;18;6,12;8,58;5,80;5,18;3,14;2,27;2;0,12;1,20;0;63,66;4;48;69,60;55,46
1873;masculino;24;7,85;4,58;2,60;6,47;5,85;1,88;1;0,36;0,10;12;86,17;3;37;74,14;58,48
1874;femenino;27;2,70;7,59;11,35;3,20;0,41;0,63;9;0,24;1,63;12;82,98;6;56;48,02;32,61
1875;femenino;29;2,36;8,32;8,88;1,63;5,56;5,16;10;0,09;0,80;6;84,07;2;42;58,68;37,07
1876;masculino;29;3,25;3,84;7,02;7,58;0,82;3,46;11;0,46;0,68;10;82,56;6;45;94,52;28,24
1877;femenino;17;7,15;3,99;2,87;6,29;0,58;5,64;7;0,30;0,43;10;41,75;8;93;73,30;58,97
1878;masculino;22;2,92;5,55;5,11;1,20;1,77;3,47;12;0,05;1,40;8;93,19;5;99;58,91;54,80
1879;masculino;24;5,27;5,11;4,44;3,54;3,38;3,45;9;0,18;0,28;8;60,21;10;70;67,05;44,72
1880;masculino;19;1,78;8,58;9,19;2,64;2,50;1,77;7;0,37;0,67;9;83,76;6;63;43,77;37,19
1881;masculino;24;4,88;7,50;2,72;1,24;3,13;2,95;9;0,06;1,87;9;62,92;3;62;44,23;57,67
1882;femenino;28;6,43;6,49;8,17;4,74;4,67;0,31;4;0,31;1,75;11;75,12;8;61;61,41;49,07
1883;femenino;17;1,18;3,74;10,88;5,92;4,98;2,04;5;0,05;1,50;0;73,26;1;56;46,19;20,24
1884;femenino;27;8,25;3,79;10,14;1,87;5,77;1,59;9;0,47;1,92;9;97,07;9;33;72,37;39,87
1885;otro;27;9,41;6,62;4,40;4,40;5,56;2,77;11;0,17;1,20;8;92,71;6;47;85,80;68,86
1886;masculino;25;2,34;9,18;2,24;1,61;1,15;2,12;2;0,20;1,13;4;93,20;6;56;56,11;51,74
1887;masculino;29;7,71;8,43;4,67;5,29;4,30;5,34;14;0,45;1,85;10;99,61;7;50;54,65;66,98
1888;femenino;27;3,48;9,17;5,04;5,59;4,50;0,24;12;0,45;0,73;18;75,02;6;40;96,09;43,98
1889;femenino;29;6,93;6,96;6,68;4,02;2,87;1,38;2;0,24;1,57;7;80,54;9;49;75,62;50,82
1890;masculino;25;3,41;4,55;1,02;5,32;5,31;0,45;14;0,32;1,68;12;83,48;3;70;59,08;52,04
1891;otro;21;8,69;3,22;6,37;5,59;4,55;3,57;3;0,15;1,60;13;64,04;5;95;48,76;65,37
1892;femenino;26;3,80;9,58;7,46;7,30;2,41;5,12;11;0,46;0,20;11;57,19;5;32;44,04;38,15
1893;otro;20;8,56;6,33;11,33;6,68;2,53;3,44;2;0,12;0,27;15;87,42;10;91;45,37;62,27
1894;masculino;27;7,78;9,01;8,83;6,58;2,24;0,38;11;0,04;1,20;6;67,72;5;54;93,21;60,40
1895;masculino;22;2,37;8,13;0,82;0,17;3,04;0,96;8;0,36;0,80;16;40,31;2;43;91,36;42,88
1896;femenino;28;1,99;8,83;2,51;2,10;4,39;1,24;7;0,31;0,67;6;60,29;5;85;72,79;53,99
1897;femenino;23;7,91;4,47;5,97;1,55;1,91;2,27;2;0,37;1,53;2;53,73;7;39;47,32;44,07
1898;masculino;21;4,21;7,76;11,72;7,95;1,37;4,24;4;0,37;0,55;14;80,07;3;83;75,81;50,49
1899;femenino;27;9,52;8,06;7,41;4,51;0,20;5,33;4;0,33;0,67;10;87,30;3;34;66,30;66,50
1900;femenino;29;9,46;6,87;10,21;1,39;4,78;5,76;1;0,06;1,65;5;68,04;10;45;65,05;51,39
1901;masculino;26;7,09;8,85;1,70;4,56;2,17;0,73;6;0,42;1,90;4;74,93;5;96;49,79;83,30
1902;masculino;25;5,26;9,92;5,53;5,55;4,52;2,46;12;0,16;1,73;13;40,38;9;48;73,59;46,64
1903;femenino;19;2,35;3,07;0,76;6,59;0,67;0,83;14;0,38;1,03;17;69,03;7;33;72,99;25,26
1904;masculino;23;8,88;6,18;3,36;2,23;3,19;2,62;2;0,45;1,95;14;60,35;6;78;67,76;71,87
1905;femenino;26;1,28;8,28;9,83;4,46;2,39;0,67;5;0,34;1,47;16;94,88;1;93;79,78;50,10
1906;masculino;26;4,02;8,08;7,66;2,41;2,85;4,84;10;0,44;1,73;14;99,07;8;68;56,16;49,93
1907;femenino;27;3,53;6,27;3,74;3,60;5,55;4,77;12;0,05;0,42;4;43,31;10;31;40,38;26,11
1908;femenino;21;9,61;8,90;10,18;3,26;0,39;5,74;11;0,43;1,08;14;60,25;3;58;64,05;68,07
1909;masculino;23;1,62;7,73;8,95;1,71;2,52;0,25;10;0,21;1,85;15;52,33;2;64;85,86;34,15
1910;femenino;18;8,96;6,84;6,27;2,35;4,97;1,10;3;0,20;1,15;19;62,65;9;33;68,61;51,85
1911;masculino;20;4,84;4,91;1,01;2,06;3,71;5,39;5;0,13;0,80;10;86,81;6;44;40,57;48,08
1912;masculino;18;0,95;5,57;10,92;6,49;5,90;3,70;8;0,25;1,77;8;63,00;6;43;64,62;12,86
1913;femenino;29;7,42;9,92;8,19;1,16;4,46;2,67;4;0,05;0,57;14;98,60;7;83;82,13;74,57
1914;otro;29;1,46;9,34;9,85;7,78;0,57;4,07;13;0,21;1,33;11;85,11;6;59;61,83;35,72
1915;masculino;28;2,75;7,87;11,26;3,21;2,27;1,47;6;0,45;1,73;14;50,51;10;72;51,00;29,33
1916;masculino;23;8,10;9,01;2,09;1,81;1,97;4,35;10;0,06;0,57;0;98,98;2;30;81,79;73,22
1917;masculino;18;1,97;3,95;9,16;6,10;2,94;2,94;12;0,17;1,93;19;44,47;7;76;66,67;22,34
1918;masculino;29;3,59;4,87;2,28;0,74;3,73;3,92;11;0,09;1,58;9;88,99;2;68;55,79;52,96
1919;masculino;27;3,93;9,20;6,43;6,52;1,51;1,81;5;0,25;1,72;17;44,36;6;58;92,53;44,62
1920;femenino;17;6,09;6,30;8,86;2,49;3,77;3,19;14;0,19;1,15;14;46,77;2;96;69,01;59,19
1921;masculino;25;8,00;7,14;6,48;1,37;1,58;0,57;7;0,30;0,85;3;44,14;10;66;79,26;54,79
1922;femenino;17;2,69;9,19;5,93;6,76;0,75;1,11;9;0,27;1,25;9;83,81;3;59;71,88;49,99
1923;masculino;24;2,45;5,83;3,76;4,76;3,08;0,01;14;0,28;0,40;14;83,81;7;91;73,40;49,45
1924;femenino;18;2,61;6,37;9,33;4,31;2,93;1,80;2;0,48;1,70;10;93,14;8;50;70,51;29,74
1925;femenino;28;4,13;3,79;1,53;2,39;2,44;0,06;7;0,38;0,52;6;71,93;9;52;89,53;38,10
1926;femenino;24;5,58;9,94;3,16;4,00;3,19;2,98;12;0,21;0,20;6;64,02;1;56;48,45;66,96
1927;masculino;29;0,63;9,81;1,02;6,25;3,00;0,21;6;0,15;0,42;7;51,68;8;55;95,84;38,83
1928;femenino;19;7,91;5,08;2,54;3,82;3,51;1,14;6;0,44;0,02;5;41,09;4;49;56,04;55,69
1929;femenino;22;9,30;8,97;5,19;5,05;5,80;2,73;5;0,12;1,00;12;78,53;5;97;83,53;88,42
1930;femenino;19;8,51;8,16;0,84;0,31;4,24;1,89;10;0,22;0,67;0;76,54;10;51;57,33;69,26
1931;femenino;23;0,85;4,03;3,11;4,74;5,19;1,17;14;0,07;1,97;11;40,95;1;71;82,97;31,80
1932;masculino;26;5,48;3,17;0,97;1,85;2,98;2,40;3;0,45;1,88;18;65,02;2;65;61,86;53,81
1933;femenino;25;8,23;3,10;10,57;5,88;4,15;0,46;1;0,10;1,13;9;80,39;2;86;63,90;59,23
1934;otro;18;3,77;3,46;10,73;2,51;0,39;4,19;11;0,46;0,40;4;54,50;9;88;91,09;29,60
1935;femenino;28;9,02;7,39;8,53;2,35;4,88;3,26;13;0,16;0,98;2;49,30;6;70;92,68;62,99
1936;femenino;28;8,93;6,45;7,34;3,32;5,68;1,28;12;0,04;1,83;0;79,43;2;34;42,60;59,53
1937;femenino;21;1,85;9,98;9,65;0,94;5,84;5,07;14;0,25;1,28;14;91,52;6;77;79,18;46,32
1938;femenino;29;5,19;5,01;3,74;6,03;1,11;0,48;6;0,09;1,17;6;68,82;7;76;55,81;51,81
1939;femenino;22;0,74;8,08;9,03;5,02;5,79;4,65;8;0,02;1,72;17;82,97;8;76;81,11;33,54
1940;femenino;20;3,18;5,71;4,30;2,25;3,25;0,18;1;0,42;0,73;0;90,40;1;49;79,82;45,35
1941;masculino;20;8,21;3,69;5,59;6,18;5,12;3,49;8;0,24;0,88;8;84,67;6;90;44,16;66,47
1942;femenino;20;9,76;9,14;11,77;7,69;4,50;3,54;2;0,39;0,88;10;96,21;4;99;55,00;84,80
1943;femenino;18;9,18;5,80;10,23;6,86;5,44;0,86;2;0,07;0,32;10;42,58;6;47;65,37;48,11
1944;masculino;20;0,90;9,42;5,31;3,31;3,69;4,33;7;0,19;1,03;17;97,00;5;65;74,99;45,81
1945;masculino;27;9,30;9,56;10,91;2,36;1,96;3,25;1;0,30;0,20;14;95,27;2;82;74,35;81,84
1946;femenino;17;8,32;8,74;1,62;0,06;4,56;1,53;13;0,02;1,58;17;97,12;6;79;64,57;85,45
1947;femenino;28;8,74;3,19;10,88;2,07;1,73;4,34;8;0,37;0,22;15;92,51;4;56;74,46;51,27
1948;masculino;22;9,19;9,76;10,73;0,93;1,60;2,83;4;0,07;1,48;8;68,46;5;55;75,89;65,88
1949;femenino;17;5,14;3,87;7,94;6,62;1,03;2,58;3;0,19;1,13;12;48,05;8;54;40,88;30,16
1950;femenino;26;2,51;9,52;4,23;6,22;0,46;0,03;4;0,31;0,75;6;95,02;10;85;44,09;55,54
1951;masculino;22;0,70;7,25;9,96;3,77;4,83;2,97;9;0,28;1,67;2;61,55;1;98;75,21;40,83
1952;masculino;17;0,72;5,64;3,63;0,94;1,81;3,75;5;0,08;0,07;15;98,55;2;62;77,45;40,07
1953;femenino;22;6,60;8,05;2,14;4,16;2,39;4,90;4;0,26;1,27;11;56,78;10;41;93,74;52,17
1954;femenino;26;3,70;6,55;6,84;4,24;4,65;5,73;7;0,30;0,43;6;67,74;9;92;61,35;47,37
1955;masculino;24;5,21;8,56;1,98;5,05;0,21;1,38;7;0,23;0,30;8;78,36;9;90;59,43;68,24
1956;masculino;27;1,75;6,60;4,61;4,21;1,98;5,04;7;0,09;0,95;15;58,88;7;31;67,27;23,67
1957;masculino;18;9,77;5,58;7,17;0,80;5,53;0,66;10;0,04;0,15;16;94,86;5;52;96,30;66,17
1958;femenino;18;1,73;5,53;2,89;5,11;1,22;4,25;8;0,17;0,93;6;40,15;3;56;81,46;32,86
1959;masculino;29;4,73;5,48;5,26;7,92;0,50;4,13;11;0,46;1,65;13;79,32;4;42;80,08;42,57
1960;femenino;28;4,71;6,31;4,04;5,07;5,82;0,09;3;0,14;0,18;1;58,62;6;81;86,51;53,81
1961;masculino;20;0,58;3,77;2,28;2,90;4,05;2,68;13;0,05;0,25;7;49,48;9;59;82,94;20,14
1962;femenino;27;6,84;7,63;7,79;4,97;4,91;3,74;11;0,12;1,90;1;93,11;3;34;41,74;54,10
1963;masculino;19;5,61;5,39;7,40;4,47;0,98;4,94;9;0,34;0,05;19;84,30;3;46;69,12;45,84
1964;femenino;20;5,23;6,93;6,93;0,76;0,07;5,07;2;0,09;1,67;1;65,41;6;80;58,51;53,83
1965;femenino;29;8,27;6,69;11,21;5,07;3,37;1,64;7;0,49;1,98;16;96,13;9;46;40,61;50,10
1966;masculino;28;2,79;9,00;11,16;5,22;3,96;3,48;10;0,40;0,43;3;55,90;1;53;41,33;37,15
1967;masculino;23;8,68;9,03;7,08;2,80;1,34;4,58;2;0,24;1,13;14;58,21;8;47;86,93;60,13
1968;femenino;29;8,72;9,92;9,00;2,41;0,11;4,92;10;0,21;0,88;5;59,27;7;40;63,91;58,58
1969;masculino;27;8,36;4,69;9,76;3,98;5,81;2,38;10;0,46;1,03;3;65,65;2;78;70,69;60,42
1970;femenino;17;3,74;3,24;1,76;1,16;2,20;2,55;10;0,41;0,18;6;63,25;3;54;60,28;40,28
1971;masculino;22;2,04;5,97;10,22;0,74;4,31;3,70;14;0,46;0,92;6;43,60;7;42;92,81;15,23
1972;masculino;19;5,01;9,28;0,56;6,04;2,83;1,27;3;0,07;0,12;2;66,22;7;33;68,14;53,36
1973;femenino;27;2,97;7,20;0,52;1,46;1,54;3,39;7;0,46;0,57;2;59,73;6;48;87,15;43,90
1974;femenino;26;1,00;5,61;4,07;1,99;5,72;4,00;12;0,29;1,85;3;92,51;1;61;62,38;40,27
1975;femenino;23;3,15;8,40;9,62;3,05;3,30;0,37;13;0,37;1,98;12;95,75;2;59;79,23;46,89
1976;masculino;26;4,96;7,99;11,10;5,75;2,04;3,59;10;0,40;1,77;15;90,82;10;78;75,90;47,92
1977;masculino;18;1,57;7,99;5,09;4,53;4,42;5,35;6;0,39;0,13;16;44,89;2;48;52,74;34,50
1978;femenino;18;9,47;6,60;7,76;3,66;3,73;2,89;13;0,48;1,45;10;91,98;6;80;84,19;74,19
1979;masculino;29;6,73;6,71;5,93;7,87;4,22;4,14;2;0,38;1,58;6;66,83;10;70;82,75;54,00
1980;masculino;20;1,80;6,89;3,72;3,77;4,98;4,19;1;0,21;1,80;13;80,93;6;61;84,28;40,47
1981;masculino;17;8,21;6,87;10,48;4,70;0,97;4,75;11;0,12;0,40;5;69,45;6;53;47,27;52,69
